id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
944,M,1.425,1.1,0.4625,24.720764,10.829509,5.9250455,7.7961125,12.0
945,I,0.825,0.5625,0.2,5.71242425,2.551455,1.1056305,1.5592225,6.0
946,I,1.3125,1.0,0.3625,18.6256215,8.46232575,3.86970675,6.0951425,11.0
947,F,1.575,1.2875,0.4,32.9137695,14.10387625,6.123492,8.9300925,10.0
948,I,0.7875,0.575,0.1875,3.61456125,1.54504775,0.8788345,1.00640725,5.0
949,F,1.5375,1.175,0.3875,31.808139,13.834556,6.56290925,8.9300925,11.0
950,I,1.375,1.0625,0.3625,22.15513425,9.31281075,4.53592,6.27941425,8.0
951,I,1.0875,0.8125,0.275,9.8372765,3.8271825,1.80019325,2.9766975,7.0
952,F,1.4625,1.15,0.3875,32.02076025,17.27902025,6.19436575,6.463686,8.0
953,M,1.2625,1.0125,0.3375,20.354941,7.6827145,4.06815325,6.0951425,9.0
954,F,1.7125,1.3125,0.475,41.80133775,17.1514475,7.6827145,12.8423235,17.0
955,F,1.5125,1.2125,0.3875,32.545226,12.3887315,7.41339425,10.489315,20.0
956,I,1.275,0.975,0.35,16.37183625,7.55514175,3.2601925,4.819415,9.0
957,I,0.7125,0.525,0.175,3.005047,1.17650425,0.75126175,0.850485,6.0
958,F,1.45,1.125,0.375,28.519597,10.4609655,6.5487345,8.3631025,13.0
959,I,0.475,0.325,0.1,0.75126175,0.2551455,0.1417475,0.2551455,3.0
960,F,1.25,0.9375,0.3,16.34348675,7.27164675,3.515338,4.53592,9.0
961,I,0.6375,0.4625,0.175,2.83495,1.020582,0.623689,0.7087375,7.0
962,I,1.25,0.9875,0.3,15.03940975,7.9095105,3.6003865,3.8271825,8.0
963,M,1.3625,1.0625,0.3875,20.70930975,7.9095105,3.98310475,5.5281525,10.0
964,I,0.6375,0.4875,0.1375,2.721552,1.14815475,0.32601925,0.850485,3.0
965,I,0.8,0.6125,0.2125,4.3941725,2.0128145,1.077281,1.417475,5.0
966,F,1.6125,1.2625,0.4375,32.638042,10.546014,6.4353365,11.1980525,15.0
967,M,1.625,1.3125,0.45,40.83745475,19.504456,10.0073735,10.77281,11.0
968,F,1.6125,1.35,0.5125,45.7277435,18.9091165,9.99319875,14.74174,27.0
969,F,1.2625,0.9625,0.3375,16.839603,7.9095105,3.75630875,4.819415,9.0
970,M,1.25,1.0,0.3875,19.49028125,7.29999625,4.55009475,5.953395,8.0
971,I,0.9375,0.6875,0.2875,6.180191,3.061746,1.247378,1.984465,8.0
972,I,0.8875,0.6875,0.2375,7.144074,3.005047,1.68679525,2.4097075,7.0
973,I,1.15,0.875,0.275,16.386011,7.9095105,3.50116325,3.78465825,8.0
974,I,0.75,0.575,0.1875,3.30271675,1.5025235,0.75126175,1.13398,7.0
975,I,1.25,0.95,0.3,16.88212725,7.35669525,3.50116325,5.10291,8.0
976,I,0.9,0.6875,0.2375,6.87475375,2.84912475,1.077281,2.4097075,7.0
977,F,1.675,1.25,0.4375,39.519203,17.3215445,8.901743,10.0640725,11.0
978,F,1.6125,1.3,0.475,43.318036,17.19397175,11.3114505,12.85649825,11.0
979,I,1.0125,0.775,0.2375,9.93649975,4.139027,1.7860185,2.6932025,6.0
980,M,1.525,1.1875,0.4,30.0221205,10.47514025,6.4353365,11.056305,12.0
981,M,1.35,1.0625,0.325,21.55979475,10.2908685,4.819415,5.5281525,9.0
982,M,1.225,0.95,0.3125,17.293195,7.04485075,3.798833,4.53592,12.0
983,M,1.475,1.1625,0.3625,28.08017975,12.54465375,7.27164675,8.6465975,13.0
984,F,1.6125,1.25,0.4375,36.58502975,17.59086475,7.427569,12.0485375,14.0
985,F,1.325,1.025,0.375,21.1203775,5.953395,5.273007,7.7961125,14.0
986,I,0.6125,0.425,0.15,1.88524175,0.8788345,0.396893,0.4819415,5.0
987,M,1.475,1.175,0.3625,28.36367475,12.88484775,5.2446575,7.15824875,10.0
988,F,1.5,1.2,0.4375,31.1561005,10.2341695,6.2652395,10.9145575,17.0
989,M,1.4875,1.1875,0.4125,29.72445075,13.08329425,6.5487345,8.6465975,10.0
990,I,1.3125,1.0,0.35,16.76872925,8.164656,3.98310475,4.6776675,9.0
991,F,1.375,1.125,0.375,23.43086175,10.67358675,4.55009475,6.23689,13.0
992,M,1.6625,1.2875,0.3875,38.5269705,16.68368075,8.20718025,8.9300925,11.0
993,I,0.875,0.6375,0.2375,8.60407325,4.0539785,1.247378,2.551455,6.0
994,M,1.3125,1.0375,0.3375,23.85610425,10.6877615,4.29494925,6.6621325,14.0
995,M,1.4625,1.15,0.4375,31.6096925,9.8372765,7.7394135,9.07184,10.0
996,F,1.075,0.85,0.25,10.716111,4.12485225,2.19708625,2.83495,8.0
997,M,1.4125,1.0875,0.3875,20.638436,9.68135425,4.57844425,6.0951425,8.0
998,F,1.425,1.1,0.375,24.62154075,10.829509,5.046211,6.80388,11.0
999,I,1.125,0.8375,0.2625,12.54465375,5.82582225,2.56562975,2.9199985,7.0
